egoid,AcademicPeriod,CourseReferenceNumber,FinalGrade
14571,201820,24133,C
14571,201620,22793,A
14571,201620,25346,A
14571,201510,11729,B+
14571,201810,15584,A
14571,201510,11883,B+
14571,201810,20145,A-
14571,201720,26493,A
14571,201820,21066,A
14571,201720,25668,A
14571,201720,29761,A-
14571,201810,11039,C+
14571,201820,26355,A
14571,201610,19929,A
14571,201710,12922,A
14571,201720,21132,A
14571,201510,19633,A-
14571,201710,21050,S
14571,201510,10676,B-
14571,201620,23819,B-
14571,201520,30338,A
14571,201610,13472,A-
14571,201520,21423,B+
14571,201620,23265,A
14571,201520,21897,B-
14571,201710,18111,A
14571,201620,21203,A
69057,201720,21073,B
69057,201810,12432,C
69057,201620,24133,B-
69057,201810,17177,A
69057,201720,29423,B
69057,201810,19477,A-
69057,201600,3697,A-
69057,201510,20422,A
69057,201710,20613,A-
69057,201610,10206,C+
69057,201600,3694,A
69057,201520,30257,A
69057,201810,14759,B+
69057,201610,12442,C-
69057,201820,30868,C+
69057,201510,13329,C+
69057,201610,12146,C+
69057,201820,28170,A-
69057,201610,14886,B+
69057,201710,11758,C
69057,201520,20859,C
69057,201610,10788,C-
69057,201620,24064,C+
69057,201510,14078,A-
69057,201710,11755,C
69057,201720,22338,B-
69057,201710,11756,C
69057,201710,10004,C
69057,201610,13970,C
69057,201620,25218,B-
69057,201520,26444,A-
69057,201720,22484,B
69057,201520,20571,C
69057,201510,13902,C+
69057,201520,23270,A-
69057,201520,29244,B-
69057,201510,10557,B+
69057,201810,15828,B+
69057,201720,21363,C+
69057,201510,17706,A-
69057,201820,30661,B+
69057,201620,21743,B-
26858,201620,23261,A-
26858,201510,11680,A-
26858,201520,30364,A
26858,201820,21386,S
26858,201820,31374,A
26858,201810,11942,S
26858,201610,12508,A-
26858,201610,12271,S
26858,201610,11087,A-
26858,201720,29763,A
26858,201520,30067,A-
26858,201820,22571,S
26858,201720,24415,A-
26858,201810,15381,A
26858,201620,20572,B+
26858,201810,15926,A-
26858,201720,29752,B
26858,201820,21585,S
26858,201610,11730,S
26858,201820,23711,A
26858,201620,21564,S
26858,201520,28934,B+
26858,201820,23082,S
26858,201810,14514,S
26858,201620,26417,A-
26858,201610,14806,C+
26858,201710,11603,S
26858,201720,21468,S
26858,201710,12100,S
26858,201510,13329,C+
26858,201810,13831,A
26858,201820,21385,S
26858,201720,30443,A
26858,201520,21654,S
26858,201520,21745,B+
26858,201510,20056,B+
26858,201620,21798,S
26858,201610,13473,A
26858,201610,15175,A-
26858,201710,14775,A
26858,201710,10784,A-
26858,201620,23460,A-
26858,201820,23601,A
26858,201710,20016,A
26858,201710,11083,A-
26858,201820,21388,S
26858,201510,20392,A
26858,201610,20532,A-
26858,201520,21914,S
26858,201520,21538,A
26858,201620,21561,S
26858,201510,12204,A
26858,201810,11596,S
26858,201720,21469,S
26858,201520,21657,S
26858,201720,23532,A
26858,201710,20014,B+
26858,201620,21593,B+
26858,201820,23083,S
26858,201720,23937,A
26858,201720,21686,S
26858,201720,21471,S
26858,201620,29163,A
26858,201710,15934,A
26858,201510,11245,A-
26858,201620,21567,S
26858,201520,23066,A-
26858,201620,22465,A-
26858,201510,12385,S
93504,201620,21820,B-
93504,201520,23557,A
93504,201520,23497,A-
93504,201820,21780,S
93504,201510,19488,B
93504,201820,21406,A-
93504,201510,16424,A-
93504,201510,10727,A-
93504,201620,25242,A
93504,201720,29832,A-
93504,201620,22518,B+
93504,201520,30281,A
93504,201710,15463,A
93504,201510,14051,C
93504,201810,15568,A
93504,201720,25942,A-
93504,201710,15291,A
93504,201620,27546,B+
93504,201520,20880,A
93504,201610,16528,S
93504,201620,22898,A
93504,201610,15327,B-
93504,201820,27390,B
93504,201820,20477,S
93504,201610,13070,B-
93504,201810,16865,B
93504,201620,23629,B
93504,201610,14784,A-
93504,201810,12434,B-
93504,201810,16607,B+
93504,201610,11133,B
93504,201820,24114,A
93504,201720,29640,B
93504,201810,15605,A-
93504,201810,19568,B
93504,201710,21445,A-
93504,201520,21019,B+
93504,201820,27166,B-
93504,201710,15371,A
93504,201510,20464,A
93504,201720,23330,A-
93504,201510,19843,A
93504,201720,23570,B+
93504,201520,20575,S
93504,201720,25992,A-
93504,201820,20794,C+
93504,201820,29844,B+
93504,201610,11649,A-
93504,201520,21760,B
64232,201720,31161,A
64232,201610,11205,A-
64232,201510,11024,A-
64232,201520,30311,A
64232,201510,13327,B-
64232,201520,23066,B-
64232,201610,11087,A-
64232,201810,14064,A
64232,201610,14561,B+
64232,201710,11083,A-
64232,201510,12082,B
64232,201710,15939,A
64232,201510,20479,A
64232,201810,13967,A
64232,201610,19644,A
64232,201520,20445,A
64232,201510,19556,B
64232,201710,14594,A
64232,201620,22466,A
64232,201710,71266,A
64232,201610,17608,A
64232,201520,22014,A
64232,201820,30912,A
64232,201710,21248,S
64232,201620,27519,A-
64232,201510,12204,B+
64232,201820,20861,B
64232,201620,26560,A
64232,201720,31149,A-
64232,201720,31262,B+
64232,201810,13829,A
64232,201820,30391,A
64232,201620,26393,A-
64232,201520,20184,B+
64232,201610,10089,A-
64232,201620,20572,B
64232,201810,14729,A
64232,201520,29243,B+
64232,201820,23710,B+
64232,201710,11453,A
64232,201620,24770,A
64232,201810,19209,A
37404,201810,15483,A-
37404,201820,28084,A-
37404,201620,24907,A-
37404,201720,20061,A
37404,201610,15336,B+
37404,201520,24604,A
37404,201610,15321,A-
37404,201720,29851,A
37404,201620,20314,A-
37404,201510,17097,A
37404,201820,30786,P
37404,201810,10811,A
37404,201510,14618,B+
37404,201710,11460,A-
37404,201710,10357,A
37404,201810,19126,A
37404,201610,14885,A-
37404,201610,13077,A
37404,201620,26998,B+
37404,201720,23913,A-
37404,201820,30132,A
37404,201720,29516,A
37404,201720,25958,A
37404,201510,18308,A
37404,201610,12105,A-
37404,201710,13968,A
37404,201520,26666,B+
37404,201810,12440,A-
37404,201620,20581,A
37404,201620,20932,A-
37404,201510,10138,A
37404,201820,22839,A
37404,201710,19679,A-
37404,201520,25546,A-
37404,201520,23059,A
37404,201800,3119,S
37404,201520,30273,A
37404,201610,12090,A
37404,201510,20446,A
37404,201710,13276,B+
37404,201720,29639,A-
37404,201810,12309,S
37404,201510,11375,A-
37404,201820,22817,A-
37404,201520,25242,A
37404,201610,18461,A
37404,201710,10071,A
82248,201710,20522,A
82248,201720,22935,A
82248,201620,30382,A
82248,201820,30833,A
82248,201820,31031,A
82248,201520,29408,A
82248,201520,25807,B+
82248,201620,27436,A
82248,201720,22199,A
82248,201820,31343,A
82248,201810,19894,A
82248,201510,11245,A-
82248,201520,30316,A
82248,201610,19987,A
82248,201510,19464,B
82248,201710,17962,A
82248,201720,31221,A-
82248,201520,30137,A-
82248,201610,14886,A-
82248,201610,12175,B
82248,201620,20096,A-
82248,201810,19335,B+
82248,201820,31077,A
82248,201620,29200,A
82248,201720,24706,A
82248,201510,14228,A-
82248,201710,14060,A-
82248,201510,20423,A
82248,201610,15221,A
82248,201710,20179,B+
82248,201810,19900,A-
82248,201620,30272,A-
82248,201520,21227,A-
82248,201510,10026,B+
82248,201610,20011,A
82248,201520,25669,B-
82248,201510,11411,A
82248,201710,19757,B
82248,201720,24702,A-
82248,201810,19893,A
82248,201810,15616,B+
70492,201620,22037,S
70492,201810,17216,A
70492,201710,20013,A-
70492,201520,30258,A
70492,201520,29243,A
70492,201810,15419,A
70492,201610,13473,A
70492,201710,11083,A-
70492,201620,21241,A
70492,201810,16445,A
70492,201610,11147,A
70492,201620,30425,S
70492,201720,20938,A-
70492,201720,23371,S
70492,201820,25009,S
70492,201620,20572,B+
70492,201610,14806,C+
70492,201520,23270,A
70492,201810,15926,A-
70492,201610,11087,A
70492,201720,29569,S
70492,201710,14594,A
70492,201620,30227,B+
70492,201720,24070,B+
70492,201720,29752,B-
70492,201520,22014,A-
70492,201510,15230,B+
70492,201620,22464,A-
70492,201720,29761,A
70492,201820,27139,A
70492,201620,25673,S
70492,201610,13129,B+
70492,201720,20151,A
70492,201520,29519,B
70492,201710,20015,A
70492,201710,20502,A
70492,201510,19731,A-
70492,201620,23263,A
70492,201520,23065,B-
70492,201710,12981,A-
70492,201820,23711,A
70492,201510,19843,A-
70492,201510,13329,B
70492,201810,19536,S
70492,201620,25400,A-
70492,201810,14183,A
70492,201510,20445,A
70492,201620,23460,B
70492,201820,23074,B+
70492,201820,24197,C+
70492,201610,14056,B
70492,201510,11490,B
95543,201810,11536,S
95543,201720,29705,A
95543,201520,20222,A
95543,201820,30873,A
95543,201520,21651,S
95543,201710,19939,A
95543,201510,12240,A
95543,201620,21204,A
95543,201620,23821,B+
95543,201620,29419,A
95543,201720,21465,S
95543,201510,10558,A-
95543,201720,21686,S
95543,201620,21564,S
95543,201520,21135,A-
95543,201510,11726,A-
95543,201610,15236,A-
95543,201620,21043,A
95543,201610,10207,A
95543,201710,17314,A-
95543,201820,31180,A
95543,201520,20747,A
95543,201510,19731,A
95543,201820,21585,S
95543,201520,21654,S
95543,201720,21468,S
95543,201710,12100,S
95543,201720,22659,A
95543,201520,22678,A
95543,201720,29704,A
95543,201620,29418,A
95543,201510,12385,S
95543,201610,20652,A-
95543,201510,20403,A
95543,201610,10523,A
95543,201820,21385,S
95543,201610,20560,A
95543,201610,12271,S
95543,201520,21914,S
95543,201520,30293,A
95543,201820,21901,A
95543,201720,29703,A
95543,201810,19480,A
95543,201810,11942,S
95543,201710,21026,A
95543,201810,11029,A
95543,201710,12153,S
95543,201610,11730,S
95543,201820,26253,A
95543,201520,24163,A
95543,201710,10853,A
95543,201820,21386,S
95543,201510,11796,S
95543,201710,11670,S
95543,201620,21798,S
95543,201810,15516,A
95543,201620,21561,S
95543,201510,10388,A-
95543,201810,14032,A
95543,201720,22042,S
21380,201520,21727,A-
21380,201710,17267,A
21380,201610,14886,A
21380,201520,26441,A
21380,201520,21765,A
21380,201720,20509,B+
21380,201810,18715,A-
21380,201820,24481,A
21380,201610,16528,S
21380,201520,30270,A
21380,201510,12241,A
21380,201510,17708,A
21380,201710,11169,B+
21380,201620,27082,A
21380,201620,23259,A
21380,201620,20451,B+
21380,201810,16107,A
21380,201520,21135,A
21380,201820,30443,A
21380,201720,20595,B+
21380,201810,15174,A
21380,201720,20111,A
21380,201610,10365,A
21380,201510,10557,A
21380,201620,25206,A
21380,201610,11237,A
21380,201720,20559,A
21380,201710,17897,A
21380,201510,11726,A-
21380,201810,12079,A
21380,201610,13468,A
21380,201510,20462,A
21380,201820,31046,A
21380,201810,16105,B
21380,201620,21200,S
21380,201710,14630,B+
21380,201520,22162,A
21380,201710,10821,A
21380,201820,21318,A-
21380,201810,14167,A-
21380,201610,17846,A
21380,201710,10132,A
21380,201620,29831,A
21380,201720,26791,B+
21380,201510,19485,A
67106,201710,16369,A
67106,201620,26635,A
67106,201710,11670,S
67106,201710,11923,A
67106,201720,30950,A
67106,201620,25221,A
67106,201510,17149,A
67106,201510,12385,S
67106,201820,25381,A
67106,201710,12100,S
67106,201810,10009,A
67106,201610,11889,A
67106,201520,21654,S
67106,201810,14845,A
67106,201810,15520,A
67106,201620,25589,A
67106,201510,20632,A
67106,201720,21611,A
67106,201610,11802,S
67106,201520,21914,S
67106,201610,12271,S
67106,201510,11378,A
67106,201610,18376,A
67106,201620,20188,A
67106,201820,21386,S
67106,201710,12171,A
67106,201610,16741,A-
67106,201610,16364,A
67106,201820,23690,A
67106,201520,25836,A
67106,201810,11942,S
67106,201810,14848,A-
67106,201720,23394,A
67106,201510,20422,A
67106,201610,13970,A
67106,201710,13221,A
67106,201720,25267,A
67106,201720,23062,A
67106,201620,29671,A
67106,201710,11151,A
67106,201520,20859,A
67106,201510,10557,A
67106,201720,25768,A
67106,201520,20222,A
67106,201610,18378,A
67106,201620,27909,A
67106,201520,30342,A
67106,201610,12154,A-
67106,201510,13328,B+
67106,201510,11878,S
67106,201720,21469,S
67106,201720,25266,A
67106,201620,21567,S
67106,201810,11596,S
67106,201710,15838,A
67106,201720,25269,A
67106,201620,21561,S
67106,201520,21655,S
67106,201520,22159,A
67106,201820,24045,A
67106,201820,25008,A
67106,201520,24608,A
67106,201710,11753,A
25495,201610,15321,B+
25495,201820,30795,A
25495,201610,19565,A-
25495,201510,13925,A-
25495,201510,15154,A
25495,201620,23629,B+
25495,201620,22519,A-
25495,201710,11180,A-
25495,201620,20775,A-
25495,201610,11129,C+
25495,201610,15327,B
25495,201720,25609,A
25495,201710,17385,A
25495,201710,12926,B
25495,201810,14566,S
25495,201520,30100,A-
25495,201710,10081,A-
25495,201720,23673,A
25495,201810,18835,A
25495,201810,15687,A-
25495,201810,14788,A-
25495,201620,24235,A
25495,201720,26376,A
25495,201810,15590,A-
25495,201720,23103,B+
25495,201510,12212,A-
25495,201520,30257,A
25495,201520,29447,A
25495,201820,25039,S
25495,201820,30387,A-
25495,201710,16019,S
25495,201610,10657,C+
25495,201810,11882,S
25495,201620,22881,A-
25495,201820,30830,A-
25495,201620,23594,B
25495,201520,29618,B+
25495,201810,15578,A
25495,201820,30972,A-
25495,201720,23671,A-
25495,201520,25242,A-
25495,201520,20762,A-
25495,201510,20457,A-
25495,201710,15914,A-
25495,201510,11895,A
25495,201820,24919,B
25495,201720,24599,S
25495,201510,11691,A-
83612,201720,23371,S
83612,201620,20163,A
83612,201510,19706,A-
83612,201520,23065,A
83612,201520,23673,A
83612,201610,10642,S
83612,201720,20938,A-
83612,201810,10596,S
83612,201620,23260,A
83612,201610,11578,B+
83612,201720,23531,A
83612,201810,10326,A
83612,201610,11579,A
83612,201720,22278,A
83612,201810,16360,A
83612,201810,15234,A
83612,201520,30255,A
83612,201620,29835,A-
83612,201620,25056,S
83612,201710,12773,A-
83612,201710,18598,A
83612,201520,20187,A
83612,201620,20906,A
83612,201820,24134,A
83612,201620,21334,A
83612,201710,12753,A-
83612,201820,25009,S
83612,201510,20463,A
83612,201810,15797,A
83612,201610,13471,A-
83612,201710,15391,B+
83612,201520,21903,A
83612,201710,15672,A
83612,201510,14225,B+
83612,201520,21897,A-
83612,201620,23265,A
83612,201720,29756,A
83612,201820,28498,S
83612,201820,22851,A
83612,201810,13097,A
83612,201510,15870,A
83612,201610,13472,A
83612,201720,29752,A-
83612,201510,10676,A
83612,201510,14510,B+
83612,201510,12087,A
83612,201820,27139,A
83612,201620,21245,A
83612,201720,23122,A
83612,201810,13275,A
83612,201820,23711,A
83612,201820,24133,A-
83612,201610,11431,A
83612,201610,17983,A-
83612,201720,27622,S
99978,201520,21765,A-
99978,201710,21509,A-
99978,201910,14465,
99978,201510,12216,B
99978,201510,18028,A
99978,201510,13329,B+
99978,201520,21063,B
99978,201710,12773,A
99978,201820,26064,A
99978,201710,21200,A
99978,201620,21743,A
99978,201910,19674,
99978,201620,20216,A
99978,201520,30343,A
99978,201610,19688,A-
99978,201720,22338,B+
99978,201720,27124,A
99978,201520,26440,A-
99978,201610,10206,A-
99978,201720,22484,B
99978,201520,23840,A-
99978,201520,25200,A-
99978,201510,20398,A
99978,201510,19626,A
99978,201720,30337,B+
99978,201820,30660,A-
99978,201600,3910,S
99978,201710,13336,B+
99978,201820,28170,A
99978,201620,24064,B
99978,201710,14401,A-
99978,201620,29850,A
99978,201720,20785,S
99978,201810,12432,B
99978,201620,24133,A-
99978,201610,12154,B
99978,201910,20117,
99978,201510,15260,A
99978,201610,12442,B+
99978,201810,18950,B+
99978,201720,30342,A
99978,201600,2111,S
99978,201910,11851,
99978,201810,12055,A
99978,201820,30662,A-
99978,201820,21008,B+
99978,201610,13970,A-
99978,201910,20834,
99978,201710,21508,B
99978,201810,11672,B
99978,201910,17567,
99978,201810,11675,C+
99978,201720,29669,B+
99978,201610,18117,S
99978,201610,10788,B
99978,201720,21427,A-
92566,201820,28245,B+
92566,201610,19943,A-
92566,201520,30322,A
92566,201610,11738,A
92566,201520,22666,A
92566,201510,21144,A
92566,201520,23497,A-
92566,201710,20359,A
92566,201900,2679,A-
92566,201810,12742,B-
92566,201520,25746,A-
92566,201810,13024,S
92566,201710,20828,A
92566,201520,21334,S
92566,201510,14225,B+
92566,201810,16521,A
92566,201600,2111,S
92566,201720,21477,A
92566,201510,11717,S
92566,201720,26925,A-
92566,201510,11823,A
92566,201820,31596,A
92566,201610,10689,A
92566,201900,2674,A
92566,201510,11024,A-
92566,201720,30563,A
92566,201900,2663,A
92566,201510,15055,S
92566,201610,11183,S
92566,201900,3555,A
92566,201820,32073,S
92566,201820,22814,A-
92566,201520,29069,A
92566,201620,24482,A
92566,201720,21562,A
92566,201610,20735,A
92566,201620,29535,A-
92566,201610,12732,A
92566,201900,2958,A
92566,201520,25200,B+
92566,201620,25953,A
92566,201810,14899,A-
92566,201710,20268,A-
92566,201800,4109,A
92566,201620,29314,A-
92566,201520,29063,A
92566,201600,3910,S
92566,201820,30041,B+
92566,201510,15079,S
92566,201900,2655,A-
92566,201510,11235,S
92566,201710,20272,A-
92566,201820,29853,A
92566,201810,18922,A
92566,201720,24051,A
92566,201510,12216,B+
92566,201520,21543,S
92566,201710,10078,B+
92566,201710,20615,A
92566,201620,30473,A-
83536,201610,12144,B
83536,201710,11381,B+
83536,201520,30285,A
83536,201720,24301,A
83536,201610,10497,B+
83536,201820,30869,A-
83536,201820,20776,A
83536,201620,21204,A-
83536,201820,30314,A-
83536,201510,20400,A
83536,201520,21740,A-
83536,201510,13327,A
83536,201610,11267,B
83536,201720,31197,B+
83536,201520,20859,C+
83536,201810,10150,A
83536,201520,26447,A-
83536,201510,18030,A
83536,201620,20357,B+
83536,201610,17696,A-
83536,201710,11185,B
83536,201520,23676,A
83536,201720,26557,A
83536,201810,15524,A
83536,201820,20308,B+
83536,201720,31198,B
83536,201820,21433,A-
83536,201710,10349,A-
83536,201610,16909,A
83536,201510,17706,A-
83536,201510,15870,A
83536,201520,21765,A-
83536,201610,18036,A
83536,201620,20014,B+
83536,201710,11184,A
83536,201510,17155,B+
83536,201710,20197,A-
83536,201720,22533,A
83536,201620,21323,B
83536,201620,29096,B+
83536,201810,14263,A
83536,201810,16414,A
83536,201810,10886,A
19735,201810,11910,A
19735,201510,11798,S
19735,201620,21580,A
19735,201610,11188,A
19735,201520,21063,B
19735,201810,11070,A
19735,201810,19990,A
19735,201710,12106,A
19735,201810,10910,A
19735,201510,15779,A-
19735,201720,22075,B-
19735,201620,20517,A
19735,201510,20464,A
19735,201710,13786,B+
19735,201510,18033,A-
19735,201720,22076,A-
19735,201910,10752,
19735,201820,21919,A
19735,201710,12104,B+
19735,201610,11142,A
19735,201720,22070,A
19735,201610,11732,S
19735,201610,11485,A
19735,201520,20674,A
19735,201510,12272,B+
19735,201510,13328,B+
19735,201720,22074,A
19735,201520,21330,A-
19735,201620,21560,S
19735,201820,24888,P
19735,201520,21650,S
19735,201520,20228,A
19735,201910,11829,
19735,201710,18458,S
19735,201620,27160,A
19735,201820,20798,A
19735,201620,20298,A
19735,201910,16906,
19735,201910,16195,
19735,201720,23428,A-
19735,201520,30259,A
19735,201610,16778,A
19735,201820,20082,A
19735,201610,11486,A-
19735,201710,13689,A
19735,201510,10695,B+
19735,201620,22037,S
59207,201810,15142,S
59207,201820,30443,A-
59207,201710,17266,B+
59207,201610,16361,B
59207,201510,11897,A-
59207,201620,24479,B+
59207,201520,30315,A
59207,201700,3260,A-
59207,201710,10822,A
59207,201710,20463,A
59207,201820,21318,A-
59207,201620,26167,S
59207,201520,26444,A
59207,201520,22162,B-
59207,201620,20451,B
59207,201510,20435,A-
59207,201710,11157,B
59207,201710,11169,B
59207,201810,12079,A-
59207,201610,10365,B-
59207,201710,20241,A-
59207,201610,13468,B-
59207,201520,23519,S
59207,201510,18036,B+
59207,201610,14897,A
59207,201810,16105,B-
59207,201620,27000,B+
59207,201720,26747,B+
59207,201700,3259,A-
59207,201820,30381,A
59207,201720,23655,A
59207,201520,21765,A-
59207,201620,21200,S
59207,201820,22660,S
59207,201510,14188,B
59207,201710,12100,S
59207,201810,15174,A
