egoid,hs_1,hssex_1,hsgrade_1,apcourses_1,apexams_1,degreeintent_1,major1rc_1,major2rc_1,hrswork_1,hsclub1rc_1,hsclub2rc_1,hsclub3rc_1,hsclub4rc_1,hsclub5rc_1,ndfirst_1,majorevent_1
52302,Private independent college-prep school,Same sex- male,A or A+,Not offered at my high school,Not offered at my high school,"Master's Degree (M.A., M.S., MBA, etc.)",,,None,13200.0,13200.0,45100.0,13200.0,46100.0,No,no
97050,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,13200.0,13200.0,43100.0,13200.0,41100.0,No,
46418,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",502.0,310.0,None,13200.0,41200.0,45100.0,16200.0,45100.0,Yes,no
86691,Public school,A mixture of boys and girls,A-,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,,None,21100.0,43600.0,41900.0,21100.0,43800.0,No,no
93002,Private religious/parochial school,A mixture of boys and girls,A-,Not offered at my high school,Not offered at my high school,"Bachelor's degree (B.A., B.S., etc.)",,,0-4,41300.0,11300.0,17100.0,25200.0,,No,no
81930,Public school,A mixture of boys and girls,A-,5 or more,5 or more,J.D. (Law),400.0,109.0,0-4,13200.0,43500.0,44900.0,45100.0,45100.0,Yes,yes
56543,Public school,A mixture of boys and girls,A or A+,3-4,3-4,Ph.D or Ed.D.,110.0,131.0,None,45100.0,17100.0,21300.0,43100.0,43100.0,Yes,no
92618,Private religious/parochial school,Same sex- female,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",300.0,400.0,16-20,43100.0,45100.0,45100.0,25200.0,45200.0,No,no
17470,Private religious/parochial school,Same sex- male,A or A+,5 or more,5 or more,,,,,45200.0,41200.0,25200.0,21100.0,11300.0,No,
74211,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",507.0,135.0,0-4,13200.0,13200.0,13200.0,45100.0,41200.0,Yes,no
35180,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,,,,,41100.0,25200.0,43400.0,45100.0,43100.0,Yes,
89142,Public school,A mixture of boys and girls,A-,5 or more,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,128.0,None,16900.0,12200.0,42200.0,53200.0,42100.0,Yes,no
24898,Public school,A mixture of boys and girls,A or A+,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",310.0,510.0,21 or more,13200.0,43500.0,43400.0,13200.0,41100.0,No,no
74413,Private independent college-prep school,A mixture of boys and girls,A or A+,3-4,3-4,"M.D., D.O., D.D.S., or D.V.M.",503.0,510.0,None,11300.0,45100.0,45100.0,45100.0,41400.0,No,no
38824,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,J.D. (Law),128.0,109.0,None,45100.0,21100.0,25200.0,43600.0,44900.0,Yes,no
51723,Public school,A mixture of boys and girls,A-,3-4,1-2,"M.D., D.O., D.D.S., or D.V.M.",507.0,503.0,None,43500.0,45200.0,21100.0,21100.0,46300.0,Yes,no
79352,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,110.0,None,44200.0,11300.0,11300.0,43500.0,,Yes,no
30814,Private independent college-prep school,Same sex- male,A or A+,3-4,,,,,,13200.0,13200.0,43100.0,41200.0,43400.0,Yes,
90502,Private independent college-prep school,A mixture of boys and girls,b,5 or more,5 or more,J.D. (Law),403.0,,None,42200.0,45200.0,69200.0,,,Yes,no
94456,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,401.0,0-4,11300.0,11300.0,45100.0,45100.0,,Yes,no
70661,Public charter school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,J.D. (Law),400.0,109.0,None,11300.0,11100.0,43100.0,15100.0,53200.0,No,yes
50976,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,43100.0,13200.0,45200.0,21100.0,45100.0,Yes,
55533,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,508.0,506.0,None,13200.0,13200.0,45100.0,43100.0,25200.0,No,no
12156,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",502.0,,None,13200.0,13200.0,45100.0,43100.0,43500.0,No,no
76485,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,11300.0,11300.0,45100.0,42200.0,45100.0,No,
33239,Private independent college-prep school,A mixture of boys and girls,A or A+,Not offered at my high school,1-2,,,,,13200.0,13200.0,42200.0,43500.0,,No,
72570,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,306.0,,None,45100.0,43100.0,43500.0,45100.0,,Yes,yes
67574,Private religious/parochial school,A mixture of boys and girls,A-,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",302.0,309.0,None,13200.0,45100.0,53200.0,45100.0,13200.0,Yes,yes
42231,Public school,A mixture of boys and girls,A or A+,1-2,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,401.0,None,13200.0,13200.0,13200.0,45100.0,45100.0,Yes,no
44639,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",503.0,,0-4,43500.0,63100.0,45100.0,42200.0,43100.0,Yes,no
64072,Public school,A mixture of boys and girls,A-,5 or more,5 or more,J.D. (Law),404.0,128.0,16-20,13200.0,43900.0,41100.0,16900.0,43100.0,Yes,yes
84960,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",309.0,,5-10,13200.0,43900.0,43500.0,45100.0,45100.0,Yes,yes
43809,Private independent college-prep school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,,,,,13200.0,43100.0,21100.0,43400.0,43900.0,Yes,
27941,Private religious/parochial school,Same sex- male,A or A+,5 or more,3-4,Ph.D or Ed.D.,404.0,,None,11200.0,25200.0,69200.0,45200.0,45100.0,Yes,no
31033,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,401.0,307.0,16-20,11300.0,21900.0,44300.0,41200.0,43500.0,No,no
39301,Public school,A mixture of boys and girls,A or A+,3-4,3-4,,,,,21100.0,43900.0,45100.0,43500.0,45100.0,Yes,
10469,Public school,A mixture of boys and girls,A or A+,3-4,1-2,,,,,13200.0,13200.0,43500.0,43600.0,43400.0,Yes,
77789,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Bachelor's degree (B.A., B.S., etc.)",109.0,136.0,5-10,43400.0,22100.0,45100.0,43800.0,45100.0,No,no
47024,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",,,11-15,11200.0,11300.0,63900.0,43500.0,43500.0,No,no
88582,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",510.0,110.0,5-10,25900.0,21100.0,43100.0,45100.0,43100.0,Yes,no
73897,Private independent college-prep school,A mixture of boys and girls,A-,Not offered at my high school,Not offered at my high school,,,,,11300.0,43100.0,11200.0,44300.0,42900.0,Yes,
83470,Private religious/parochial school,Same sex- female,A-,5 or more,5 or more,J.D. (Law),130.0,,0-4,11300.0,43400.0,45100.0,45100.0,43500.0,Yes,yes
67015,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",309.0,117.0,None,44300.0,45100.0,45100.0,42200.0,45100.0,No,no
26272,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,"M.D., D.O., D.D.S., or D.V.M.",504.0,510.0,0-4,11300.0,44200.0,43300.0,12200.0,41200.0,No,no
21909,Public school,A mixture of boys and girls,A-,3-4,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",406.0,403.0,11-15,13200.0,43700.0,13200.0,13200.0,13200.0,Yes,no
88882,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,3-4,"Bachelor's degree (B.A., B.S., etc.)",,,11-15,13200.0,13200.0,43100.0,12900.0,13200.0,Yes,yes
96828,Private religious/parochial school,Same sex- female,A or A+,5 or more,5 or more,,,,,11300.0,45200.0,45100.0,45100.0,45100.0,Yes,
64406,Private independent college-prep school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,"Bachelor's degree (B.A., B.S., etc.)",403.0,506.0,0-4,21300.0,21200.0,13200.0,21300.0,46300.0,Yes,no
31985,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,200.0,,None,49999.0,13200.0,31200.0,13200.0,,Yes,yes
91337,Public school,A mixture of boys and girls,A-,1-2,1-2,J.D. (Law),110.0,116.0,5-10,11300.0,11300.0,11300.0,11100.0,11300.0,Yes,no
87664,Private religious/parochial school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,13200.0,13200.0,13200.0,31200.0,32100.0,Yes,
19245,Private independent college-prep school,A mixture of boys and girls,A or A+,5 or more,5 or more,J.D. (Law),403.0,109.0,None,11100.0,11100.0,45100.0,45100.0,43100.0,No,no
83748,Private independent college-prep school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,Ph.D or Ed.D.,134.0,403.0,None,11200.0,11200.0,11300.0,45100.0,43100.0,No,no
49915,Private religious/parochial school,Same sex- male,A or A+,3-4,3-4,,,,,45200.0,13200.0,41100.0,45100.0,45100.0,No,
51865,Public school,A mixture of boys and girls,A-,5 or more,3-4,,,,,21100.0,45200.0,,,,No,
78407,Private religious/parochial school,Same sex- female,A or A+,5 or more,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",501.0,131.0,None,44300.0,11300.0,46300.0,43100.0,45100.0,No,no
93787,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,43600.0,45100.0,43400.0,43500.0,21100.0,No,
52621,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,"Master's Degree (M.A., M.S., MBA, etc.)",406.0,131.0,None,43100.0,45100.0,45100.0,21100.0,62100.0,Yes,no
38914,Private independent college-prep school,A mixture of boys and girls,A or A+,Not offered at my high school,0,J.D. (Law),128.0,131.0,None,45100.0,25200.0,,,,No,no
37594,Public school,A mixture of boys and girls,A-,5 or more,5 or more,,,,,43100.0,45200.0,45200.0,43100.0,61100.0,Yes,
19833,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,1-2,Ph.D or Ed.D.,503.0,502.0,None,45200.0,45200.0,21100.0,11300.0,45100.0,Yes,no
17270,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,3-4,,,,,53300.0,34900.0,49999.0,34200.0,21300.0,No,
40864,Public school,A mixture of boys and girls,A-,Not offered at my high school,Not offered at my high school,,,,,21100.0,,,,,Yes,
38313,Public charter school,A mixture of boys and girls,A or A+,0,5 or more,"Master's Degree (M.A., M.S., MBA, etc.)",503.0,109.0,None,25200.0,45200.0,45100.0,13200.0,44300.0,No,yes
55340,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,401.0,5-10,21300.0,45100.0,21100.0,21200.0,43100.0,No,no
18707,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,Ph.D or Ed.D.,507.0,,11-15,11200.0,43900.0,45100.0,42200.0,12200.0,Yes,no
26718,Public school,A mixture of boys and girls,A or A+,1-2,1-2,"Master's Degree (M.A., M.S., MBA, etc.)",306.0,405.0,16-20,13200.0,41100.0,45100.0,41200.0,43800.0,No,no
63347,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",502.0,510.0,None,21100.0,45100.0,44300.0,21100.0,41100.0,Yes,no
35824,Public school,A mixture of boys and girls,A or A+,Not offered at my high school,Not offered at my high school,J.D. (Law),128.0,116.0,None,45200.0,13200.0,43100.0,,,Yes,no
48826,Public school,A mixture of boys and girls,A or A+,5 or more,5 or more,,,,,13200.0,13200.0,45100.0,44100.0,,Yes,
11454,Public school,A mixture of boys and girls,A or A+,5 or more,3-4,,,,,13200.0,13200.0,45100.0,,,No,
93246,Private religious/parochial school,Same sex- male,A-,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",403.0,,None,13200.0,45100.0,43100.0,,,Yes,no
75341,Private religious/parochial school,Same sex- female,A or A+,5 or more,3-4,"Master's Degree (M.A., M.S., MBA, etc.)",200.0,400.0,None,15100.0,43100.0,62900.0,49999.0,,Yes,no
35925,Public school,A mixture of boys and girls,A-,Not offered at my high school,5 or more,,,,,16200.0,45100.0,,,,No,
